CALON LEGISLATIF,KABUPATEN,KECAMATAN,SUARA
"ROMWEL SITOMPUL, S.H.",BENGKALIS,BATHIN SOLAPAN,"1,034"
"ROMWEL SITOMPUL, S.H.",BENGKALIS,BENGKALIS,20
"ROMWEL SITOMPUL, S.H.",BENGKALIS,BUKIT BATU,60
"ROMWEL SITOMPUL, S.H.",BENGKALIS,MANDAU,692
"ROMWEL SITOMPUL, S.H.",BENGKALIS,PINGGIR,608
"ROMWEL SITOMPUL, S.H.",BENGKALIS,RUPAT,42
"ROMWEL SITOMPUL, S.H.",BENGKALIS,RUPAT UTARA,29
"ROMWEL SITOMPUL, S.H.",BENGKALIS,SIAK KECIL,27
"ROMWEL SITOMPUL, S.H.",BENGKALIS,TALANG MUANDAU,48
"ROMWEL SITOMPUL, S.H.",KUANTAN SINGINGI,BENAI,28
"ROMWEL SITOMPUL, S.H.",KUANTAN SINGINGI,CERENTI,20
"ROMWEL SITOMPUL, S.H.",KUANTAN SINGINGI,GUNUNGTOAR,7
"ROMWEL SITOMPUL, S.H.",KUANTAN SINGINGI,HULU KUANTAN,21
"ROMWEL SITOMPUL, S.H.",KUANTAN SINGINGI,INUMAN,4
"ROMWEL SITOMPUL, S.H.",KUANTAN SINGINGI,KUANTAN HILIR,4
"ROMWEL SITOMPUL, S.H.",KUANTAN SINGINGI,KUANTAN HILIR SEBERANG,2
"ROMWEL SITOMPUL, S.H.",KUANTAN SINGINGI,KUANTAN MUDIK,24
"ROMWEL SITOMPUL, S.H.",KUANTAN SINGINGI,KUANTAN TENGAH,26
"ROMWEL SITOMPUL, S.H.",KUANTAN SINGINGI,LOGAS TANAH DARAT,36
"ROMWEL SITOMPUL, S.H.",KUANTAN SINGINGI,PANGEAN,30
"ROMWEL SITOMPUL, S.H.",KUANTAN SINGINGI,PUCUK RANTAU,15
"ROMWEL SITOMPUL, S.H.",KUANTAN SINGINGI,SENTAJO RAYA,18
"ROMWEL SITOMPUL, S.H.",KUANTAN SINGINGI,SINGINGI,23
"ROMWEL SITOMPUL, S.H.",KUANTAN SINGINGI,SINGINGI HILIR,57
"ROMWEL SITOMPUL, S.H.",PELALAWAN,BANDAR PETALANGAN,77
"ROMWEL SITOMPUL, S.H.",PELALAWAN,BANDAR SEI KIJANG,176
"ROMWEL SITOMPUL, S.H.",PELALAWAN,BUNUT,42
"ROMWEL SITOMPUL, S.H.",PELALAWAN,KERUMUTAN,74
"ROMWEL SITOMPUL, S.H.",PELALAWAN,KUALA KAMPAR,107
"ROMWEL SITOMPUL, S.H.",PELALAWAN,LANGGAM,170
"ROMWEL SITOMPUL, S.H.",PELALAWAN,PANGKALAN KERINCI,"3,062"
"ROMWEL SITOMPUL, S.H.",PELALAWAN,PANGKALAN KURAS,675
"ROMWEL SITOMPUL, S.H.",PELALAWAN,PANGKALAN LESUNG,87
"ROMWEL SITOMPUL, S.H.",PELALAWAN,PELALAWAN,344
"ROMWEL SITOMPUL, S.H.",PELALAWAN,TELUK MERANTI,36
"ROMWEL SITOMPUL, S.H.",PELALAWAN,UKUI,193
"ROMWEL SITOMPUL, S.H.",SIAK,BUNGA RAYA,1
"ROMWEL SITOMPUL, S.H.",SIAK,DAYUN,367
"ROMWEL SITOMPUL, S.H.",SIAK,KANDIS,290
"ROMWEL SITOMPUL, S.H.",SIAK,KERINCI KANAN,160
"ROMWEL SITOMPUL, S.H.",SIAK,KOTO GASIB,0
"ROMWEL SITOMPUL, S.H.",SIAK,LUBUK DALAM,126
"ROMWEL SITOMPUL, S.H.",SIAK,MEMPURA,42
"ROMWEL SITOMPUL, S.H.",SIAK,MINAS,913
"ROMWEL SITOMPUL, S.H.",SIAK,PUSAKO,2
"ROMWEL SITOMPUL, S.H.",SIAK,SABAK AUH,1
"ROMWEL SITOMPUL, S.H.",SIAK,SIAK,78
"ROMWEL SITOMPUL, S.H.",SIAK,SUNGAI APIT,67
"ROMWEL SITOMPUL, S.H.",SIAK,SUNGAI MANDAU,9
"ROMWEL SITOMPUL, S.H.",SIAK,TUALANG,655
"ROMWEL SITOMPUL, S.H.",KEPULAUAN MERANTI,MERBAU,127
"ROMWEL SITOMPUL, S.H.",KEPULAUAN MERANTI,PULAUMERBAU,100
"ROMWEL SITOMPUL, S.H.",KEPULAUAN MERANTI,RANGSANG,109
"ROMWEL SITOMPUL, S.H.",KEPULAUAN MERANTI,RANGSANG BARAT,50
"ROMWEL SITOMPUL, S.H.",KEPULAUAN MERANTI,RANGSANG PESISIR,40
"ROMWEL SITOMPUL, S.H.",KEPULAUAN MERANTI,TASIK PUTRI PUYU,70
"ROMWEL SITOMPUL, S.H.",KEPULAUAN MERANTI,TEBING TINGGI,521
"ROMWEL SITOMPUL, S.H.",KEPULAUAN MERANTI,TEBING TINGGI BARAT,260
"ROMWEL SITOMPUL, S.H.",KEPULAUAN MERANTI,TEBING TINGGI TIMUR,63
"SEWITRI, S.E.",KOTA PEKANBARU,BINAWIDYA,"1,123"
"SEWITRI, S.E.",KOTA PEKANBARU,BUKIT RAYA,"2,373"
"SEWITRI, S.E.",KOTA PEKANBARU,KULIM,"1,244"
"SEWITRI, S.E.",KOTA PEKANBARU,LIMA PULUH,594
"SEWITRI, S.E.",KOTA PEKANBARU,MARPOYAN DAMAI,"2,603"
"SEWITRI, S.E.",KOTA PEKANBARU,PAYUNG SEKAKI,626
"SEWITRI, S.E.",KOTA PEKANBARU,PEKANBARU KOTA,322
"SEWITRI, S.E.",KOTA PEKANBARU,RUMBAI,862
"SEWITRI, S.E.",KOTA PEKANBARU,RUMBAI BARAT,426
"SEWITRI, S.E.",KOTA PEKANBARU,RUMBAI TIMUR,520
"SEWITRI, S.E.",KOTA PEKANBARU,SAIL,441
"SEWITRI, S.E.",KOTA PEKANBARU,SENAPELAN,466
"SEWITRI, S.E.",KOTA PEKANBARU,SUKAJADI,598
"SEWITRI, S.E.",KOTA PEKANBARU,TENAYAN RAYA,"3,507"
"SEWITRI, S.E.",KOTA PEKANBARU,TUAHMADANI,"2,047"
"SEWITRI, S.E.",KAMPAR,BANGKINANG,511
"SEWITRI, S.E.",KAMPAR,BANGKINANG KOTA,522
"SEWITRI, S.E.",KAMPAR,GUNUNG SAHILAN,"1,489"
"SEWITRI, S.E.",KAMPAR,KAMPA,701
"SEWITRI, S.E.",KAMPAR,KAMPAR,"1,421"
"SEWITRI, S.E.",KAMPAR,KAMPAR KIRI,916
"SEWITRI, S.E.",KAMPAR,KAMPAR KIRI HILIR,406
"SEWITRI, S.E.",KAMPAR,KAMPAR KIRI HULU,326
"SEWITRI, S.E.",KAMPAR,KAMPAR KIRI TENGAH,970
"SEWITRI, S.E.",KAMPAR,KAMPAR UTARA,354
"SEWITRI, S.E.",KAMPAR,KOTO KAMPAR HULU,301
"SEWITRI, S.E.",KAMPAR,KUOK,319
"SEWITRI, S.E.",KAMPAR,PERHENTIAN RAJA,674
"SEWITRI, S.E.",KAMPAR,RUMBIO JAYA,400
"SEWITRI, S.E.",KAMPAR,SALO,149
"SEWITRI, S.E.",KAMPAR,SIAK HULU,"1,779"
"SEWITRI, S.E.",KAMPAR,TAMBANG,"1,055"
"SEWITRI, S.E.",KAMPAR,TAPUNG,"3,775"
"SEWITRI, S.E.",KAMPAR,TAPUNG HILIR,"1,761"
"SEWITRI, S.E.",KAMPAR,TAPUNG HULU,868
"SEWITRI, S.E.",KAMPAR,XIII KOTO KAMPAR,593
"SEWITRI, S.E.",INDRAGIRI HULU,BATANG CENAKU,"1,928"
"SEWITRI, S.E.",INDRAGIRI HULU,BATANG GANGSAL,416
"SEWITRI, S.E.",INDRAGIRI HULU,BATANG PERANAP,175
"SEWITRI, S.E.",INDRAGIRI HULU,KELAYANG,697
"SEWITRI, S.E.",INDRAGIRI HULU,KUALA CENAKU,624
"SEWITRI, S.E.",INDRAGIRI HULU,LIRIK,771
"SEWITRI, S.E.",INDRAGIRI HULU,LUBUK BATU JAYA,359
"SEWITRI, S.E.",INDRAGIRI HULU,PASIR PENYU,355
"SEWITRI, S.E.",INDRAGIRI HULU,PERANAP,578
"SEWITRI, S.E.",INDRAGIRI HULU,RAKIT KULIM,282
"SEWITRI, S.E.",INDRAGIRI HULU,RENGAT,"1,790"
"SEWITRI, S.E.",INDRAGIRI HULU,RENGAT BARAT,"1,361"
"SEWITRI, S.E.",INDRAGIRI HULU,SIBERIDA,819
"SEWITRI, S.E.",INDRAGIRI HULU,SUNGAI LALA,151
"SEWITRI, S.E.",INDRAGIRI HILIR,BATANG TUAKA,446
"SEWITRI, S.E.",INDRAGIRI HILIR,CONCONG,68
"SEWITRI, S.E.",INDRAGIRI HILIR,ENOK,413
"SEWITRI, S.E.",INDRAGIRI HILIR,GAUNG,457
"SEWITRI, S.E.",INDRAGIRI HILIR,GAUNG ANAK SERKA,388
"SEWITRI, S.E.",INDRAGIRI HILIR,KATEMAN,378
"SEWITRI, S.E.",INDRAGIRI HILIR,KEMPAS,530
"SEWITRI, S.E.",INDRAGIRI HILIR,KEMUNING,357
"SEWITRI, S.E.",INDRAGIRI HILIR,KERITANG,869
"SEWITRI, S.E.",INDRAGIRI HILIR,KUALA INDRAGIRI,258
"SEWITRI, S.E.",INDRAGIRI HILIR,MANDAH,"1,222"
"SEWITRI, S.E.",INDRAGIRI HILIR,PELANGIRAN,356
"SEWITRI, S.E.",INDRAGIRI HILIR,PULAU BURUNG,177
"SEWITRI, S.E.",INDRAGIRI HILIR,RETEH,371
"SEWITRI, S.E.",INDRAGIRI HILIR,SUNGAI BATANG,62
"SEWITRI, S.E.",INDRAGIRI HILIR,TANAH MERAH,234
"SEWITRI, S.E.",INDRAGIRI HILIR,TELUK BELENGKONG,251
"SEWITRI, S.E.",INDRAGIRI HILIR,TEMBILAHAN,698
"SEWITRI, S.E.",INDRAGIRI HILIR,TEMBILAHAN HULU,649
"SEWITRI, S.E.",INDRAGIRI HILIR,TEMPULING,602
"SEWITRI, S.E.",ROKAN HILIR,BAGAN SINEMBAH RAYA,367
"SEWITRI, S.E.",ROKAN HILIR,BAGANSINEMBAH,"1,008"
"SEWITRI, S.E.",ROKAN HILIR,BALAI JAYA,384
"SEWITRI, S.E.",ROKAN HILIR,BANGKO,548
"SEWITRI, S.E.",ROKAN HILIR,BANGKO PUSAKO,344
"SEWITRI, S.E.",ROKAN HILIR,BATU HAMPAR,93
"SEWITRI, S.E.",ROKAN HILIR,KUBU,478
"SEWITRI, S.E.",ROKAN HILIR,KUBU BABUSSALAM,110
"SEWITRI, S.E.",ROKAN HILIR,PASIR LIMAU KAPAS,232
"SEWITRI, S.E.",ROKAN HILIR,PEKAITAN,208
"SEWITRI, S.E.",ROKAN HILIR,PUJUD,"1,261"
"SEWITRI, S.E.",ROKAN HILIR,RANTAU KOPAR,36
"SEWITRI, S.E.",ROKAN HILIR,RIMBA MELINTANG,294
"SEWITRI, S.E.",ROKAN HILIR,SIMPANG KANAN,963
"SEWITRI, S.E.",ROKAN HILIR,SINABOI,118
"SEWITRI, S.E.",ROKAN HILIR,TANAH PUTIH,"2,117"
"SEWITRI, S.E.",ROKAN HILIR,TANAH PUTIH TANJUNG MELAWAN,56
"SEWITRI, S.E.",ROKAN HILIR,TANJUNG MEDAN,347
"SEWITRI, S.E.",ROKAN HULU,BANGUN PURBA,166
"SEWITRI, S.E.",ROKAN HULU,BONAI DARUSSALAM,303
"SEWITRI, S.E.",ROKAN HULU,KABUN,522
"SEWITRI, S.E.",ROKAN HULU,KEPENUHAN,500
"SEWITRI, S.E.",ROKAN HULU,KEPENUHAN HULU,296
"SEWITRI, S.E.",ROKAN HULU,KUNTO DARUSSALAM,771
"SEWITRI, S.E.",ROKAN HULU,PAGARAN TAPAH DARUSSALAM,391
"SEWITRI, S.E.",ROKAN HULU,PENDALIAN IV KOTO,203
"SEWITRI, S.E.",ROKAN HULU,RAMBAH,442
"SEWITRI, S.E.",ROKAN HULU,RAMBAH HILIR,257
"SEWITRI, S.E.",ROKAN HULU,RAMBAH SAMO,114
"SEWITRI, S.E.",ROKAN HULU,ROKAN IV KOTO,259
"SEWITRI, S.E.",ROKAN HULU,TAMBUSAI,"1,528"
"SEWITRI, S.E.",ROKAN HULU,TAMBUSAI UTARA,"1,134"
"SEWITRI, S.E.",ROKAN HULU,TANDUN,378
"SEWITRI, S.E.",ROKAN HULU,UJUNG BATU,"1,095"
"SEWITRI, S.E.",KOTA DUMAI,BUKIT KAPUR,767
"SEWITRI, S.E.",KOTA DUMAI,DUMAI BARAT,563
"SEWITRI, S.E.",KOTA DUMAI,DUMAI KOTA,410
"SEWITRI, S.E.",KOTA DUMAI,DUMAI SELATAN,698
"SEWITRI, S.E.",KOTA DUMAI,DUMAI TIMUR,409
"SEWITRI, S.E.",KOTA DUMAI,MEDANG KAMPAI,294
"SEWITRI, S.E.",KOTA DUMAI,SUNGAI SEMBILAN,355
"SEWITRI, S.E.",BENGKALIS,BANDAR LAKSAMANA,368
"SEWITRI, S.E.",BENGKALIS,BANTAN,427
"SEWITRI, S.E.",BENGKALIS,BATHIN SOLAPAN,"1,161"
"SEWITRI, S.E.",BENGKALIS,BENGKALIS,161
"SEWITRI, S.E.",BENGKALIS,BUKIT BATU,238
"SEWITRI, S.E.",BENGKALIS,MANDAU,314
"SEWITRI, S.E.",BENGKALIS,PINGGIR,228
"SEWITRI, S.E.",BENGKALIS,RUPAT,240
